id,amount,currency,category,description,date
6546,-50,USD,Rozrywka,Kino,2026-05-05
6547,-50,USD,Rozrywka,Kino,2026-05-05
6548,-50,USD,Rozrywka,Kino,2026-05-05
6549,-50,USD,Rozrywka,Kino,2026-05-05
6550,-50,USD,Rozrywka,Kino,2026-05-05
6551,-50,USD,Rozrywka,Kino,2026-05-05
6552,-50,USD,Rozrywka,Kino,2026-05-05
6553,-50,USD,Rozrywka,Kino,2026-05-05
6554,-50,USD,Rozrywka,Kino,2026-05-05
6555,-50,USD,Rozrywka,Kino,2026-05-05
6556,-50,USD,Rozrywka,Kino,2026-05-05
6557,-50,USD,Rozrywka,Kino,2026-05-05
6558,-50,USD,Rozrywka,Kino,2026-05-05
6559,-50,USD,Rozrywka,Kino,2026-05-05
6560,-50,USD,Rozrywka,Kino,2026-05-05
6561,-50,USD,Rozrywka,Kino,2026-05-05
6562,-50,USD,Rozrywka,Kino,2026-05-05
6563,-50,USD,Rozrywka,Kino,2026-05-05
6564,-50,USD,Rozrywka,Kino,2026-05-05
6565,-50,USD,Rozrywka,Kino,2026-05-05
6566,-50,USD,Rozrywka,Kino,2026-05-05
6567,-50,USD,Rozrywka,Kino,2026-05-05
6568,-50,USD,Rozrywka,Kino,2026-05-05
6569,-50,USD,Rozrywka,Kino,2026-05-05
6570,-50,USD,Rozrywka,Kino,2026-05-05
6571,-50,USD,Rozrywka,Kino,2026-05-05
6572,-50,USD,Rozrywka,Kino,2026-05-05
6573,-50,USD,Rozrywka,Kino,2026-05-05
6574,-50,USD,Rozrywka,Kino,2026-05-05
6575,-50,USD,Rozrywka,Kino,2026-05-05
6576,-50,USD,Rozrywka,Kino,2026-05-05
6577,-50,USD,Rozrywka,Kino,2026-05-05
6578,-50,USD,Rozrywka,Kino,2026-05-05
6579,-50,USD,Rozrywka,Kino,2026-05-05
6580,-50,USD,Rozrywka,Kino,2026-05-05
6581,-50,USD,Rozrywka,Kino,2026-05-05
6582,-50,USD,Rozrywka,Kino,2026-05-05
6583,-50,USD,Rozrywka,Kino,2026-05-05
6584,-50,USD,Rozrywka,Kino,2026-05-05
6585,-50,USD,Rozrywka,Kino,2026-05-05
6586,-50,USD,Rozrywka,Kino,2026-05-05
6587,-50,USD,Rozrywka,Kino,2026-05-05
6588,-50,USD,Rozrywka,Kino,2026-05-05
6589,-50,USD,Rozrywka,Kino,2026-05-05
6590,-50,USD,Rozrywka,Kino,2026-05-05
6591,-50,USD,Rozrywka,Kino,2026-05-05
6592,-50,USD,Rozrywka,Kino,2026-05-05
6593,-50,USD,Rozrywka,Kino,2026-05-05
6594,-50,USD,Rozrywka,Kino,2026-05-05
6595,-50,USD,Rozrywka,Kino,2026-05-05
6596,-50,USD,Rozrywka,Kino,2026-05-05
6597,-50,USD,Rozrywka,Kino,2026-05-05
6598,-50,USD,Rozrywka,Kino,2026-05-05
6599,-50,USD,Rozrywka,Kino,2026-05-05
6600,-50,USD,Rozrywka,Kino,2026-05-05
6601,-50,USD,Rozrywka,Kino,2026-05-05
6602,-50,USD,Rozrywka,Kino,2026-05-05
6603,-50,USD,Rozrywka,Kino,2026-05-05
6604,-50,USD,Rozrywka,Kino,2026-05-05
6605,-50,USD,Rozrywka,Kino,2026-05-05
6606,-50,USD,Rozrywka,Kino,2026-05-05
6607,-50,USD,Rozrywka,Kino,2026-05-05
6608,-50,USD,Rozrywka,Kino,2026-05-05
6609,-50,USD,Rozrywka,Kino,2026-05-05
6610,-50,USD,Rozrywka,Kino,2026-05-05
6611,-50,USD,Rozrywka,Kino,2026-05-05
6612,-50,USD,Rozrywka,Kino,2026-05-05
6613,-50,USD,Rozrywka,Kino,2026-05-05
6614,-50,USD,Rozrywka,Kino,2026-05-05
6615,-50,USD,Rozrywka,Kino,2026-05-05
6616,-50,USD,Rozrywka,Kino,2026-05-05
6617,-50,USD,Rozrywka,Kino,2026-05-05
6618,-50,USD,Rozrywka,Kino,2026-05-05
6619,-50,USD,Rozrywka,Kino,2026-05-05
6620,-50,USD,Rozrywka,Kino,2026-05-05
6621,-50,USD,Rozrywka,Kino,2026-05-05
6622,-50,USD,Rozrywka,Kino,2026-05-05
6623,-50,USD,Rozrywka,Kino,2026-05-05
6624,-50,USD,Rozrywka,Kino,2026-05-05
6625,-50,USD,Rozrywka,Kino,2026-05-05
6626,-50,USD,Rozrywka,Kino,2026-05-05
6627,-50,USD,Rozrywka,Kino,2026-05-05
6628,-50,USD,Rozrywka,Kino,2026-05-05
6629,-50,USD,Rozrywka,Kino,2026-05-05
6630,-50,USD,Rozrywka,Kino,2026-05-05
6631,-50,USD,Rozrywka,Kino,2026-05-05
6632,-50,USD,Rozrywka,Kino,2026-05-05
6633,-50,USD,Rozrywka,Kino,2026-05-05
6634,2000,PLN,Praca,Bonus,2026-05-05
6635,2000,PLN,Praca,Bonus,2026-05-05
6636,2000,PLN,Praca,Bonus,2026-05-05
6637,2000,PLN,Praca,Bonus,2026-05-05
6638,2000,PLN,Praca,Bonus,2026-05-05
6639,2000,PLN,Praca,Bonus,2026-05-05
6640,2000,PLN,Praca,Bonus,2026-05-05
6641,2000,PLN,Praca,Bonus,2026-05-05
6642,2000,PLN,Praca,Bonus,2026-05-05
6643,2000,PLN,Praca,Bonus,2026-05-05
6644,2000,PLN,Praca,Bonus,2026-05-05
6645,2000,PLN,Praca,Bonus,2026-05-05
6646,2000,PLN,Praca,Bonus,2026-05-05
6647,2000,PLN,Praca,Bonus,2026-05-05
6648,2000,PLN,Praca,Bonus,2026-05-05
6649,2000,PLN,Praca,Bonus,2026-05-05
6650,2000,PLN,Praca,Bonus,2026-05-05
6651,2000,PLN,Praca,Bonus,2026-05-05
6652,2000,PLN,Praca,Bonus,2026-05-05
6653,2000,PLN,Praca,Bonus,2026-05-05
6654,2000,PLN,Praca,Bonus,2026-05-05
6655,2000,PLN,Praca,Bonus,2026-05-05
6656,2000,PLN,Praca,Bonus,2026-05-05
6657,2000,PLN,Praca,Bonus,2026-05-05
6658,2000,PLN,Praca,Bonus,2026-05-05
6659,2000,PLN,Praca,Bonus,2026-05-05
6660,2000,PLN,Praca,Bonus,2026-05-05
6661,2000,PLN,Praca,Bonus,2026-05-05
6662,2000,PLN,Praca,Bonus,2026-05-05
6663,2000,PLN,Praca,Bonus,2026-05-05
6664,2000,PLN,Praca,Bonus,2026-05-05
6665,2000,PLN,Praca,Bonus,2026-05-05
6666,2000,PLN,Praca,Bonus,2026-05-05
6667,2000,PLN,Praca,Bonus,2026-05-05
6668,2000,PLN,Praca,Bonus,2026-05-05
6669,2000,PLN,Praca,Bonus,2026-05-05
6670,2000,PLN,Praca,Bonus,2026-05-05
6671,2000,PLN,Praca,Bonus,2026-05-05
6672,2000,PLN,Praca,Bonus,2026-05-05
6673,2000,PLN,Praca,Bonus,2026-05-05
6674,2000,PLN,Praca,Bonus,2026-05-05
6675,2000,PLN,Praca,Bonus,2026-05-05
6676,2000,PLN,Praca,Bonus,2026-05-05
6677,2000,PLN,Praca,Bonus,2026-05-05
6678,2000,PLN,Praca,Bonus,2026-05-05
6679,2000,PLN,Praca,Bonus,2026-05-05
6680,2000,PLN,Praca,Bonus,2026-05-05
6681,2000,PLN,Praca,Bonus,2026-05-05
6682,2000,PLN,Praca,Bonus,2026-05-05
6683,2000,PLN,Praca,Bonus,2026-05-05
6684,2000,PLN,Praca,Bonus,2026-05-05
6685,2000,PLN,Praca,Bonus,2026-05-05
6686,2000,PLN,Praca,Bonus,2026-05-05
6687,2000,PLN,Praca,Bonus,2026-05-05
6688,2000,PLN,Praca,Bonus,2026-05-05
6689,2000,PLN,Praca,Bonus,2026-05-05
6690,2000,PLN,Praca,Bonus,2026-05-05
6691,2000,PLN,Praca,Bonus,2026-05-05
6692,2000,PLN,Praca,Bonus,2026-05-05
6693,2000,PLN,Praca,Bonus,2026-05-05
6694,2000,PLN,Praca,Bonus,2026-05-05
6695,2000,PLN,Praca,Bonus,2026-05-05
6696,2000,PLN,Praca,Bonus,2026-05-05
6697,2000,PLN,Praca,Bonus,2026-05-05
6698,2000,PLN,Praca,Bonus,2026-05-05
6699,2000,PLN,Praca,Bonus,2026-05-05
6700,2000,PLN,Praca,Bonus,2026-05-05
6701,2000,PLN,Praca,Bonus,2026-05-05
6702,2000,PLN,Praca,Bonus,2026-05-05
6703,2000,PLN,Praca,Bonus,2026-05-05
6704,2000,PLN,Praca,Bonus,2026-05-05
6705,2000,PLN,Praca,Bonus,2026-05-05
6706,2000,PLN,Praca,Bonus,2026-05-05
6707,2000,PLN,Praca,Bonus,2026-05-05
6708,2000,PLN,Praca,Bonus,2026-05-05
6709,2000,PLN,Praca,Bonus,2026-05-05
6710,2000,PLN,Praca,Bonus,2026-05-05
6711,2000,PLN,Praca,Bonus,2026-05-05
6712,2000,PLN,Praca,Bonus,2026-05-05
6713,2000,PLN,Praca,Bonus,2026-05-05
6714,2000,PLN,Praca,Bonus,2026-05-05
6715,2000,PLN,Praca,Bonus,2026-05-05
6716,2000,PLN,Praca,Bonus,2026-05-05
6717,2000,PLN,Praca,Bonus,2026-05-05
6718,2000,PLN,Praca,Bonus,2026-05-05
6719,2000,PLN,Praca,Bonus,2026-05-05
6720,2000,PLN,Praca,Bonus,2026-05-05
6721,2000,PLN,Praca,Bonus,2026-05-05
6722,2000,PLN,Praca,Bonus,2026-05-05
6723,2000,PLN,Praca,Bonus,2026-05-05
6724,2000,PLN,Praca,Bonus,2026-05-05
6725,2000,PLN,Praca,Bonus,2026-05-05
6726,2000,PLN,Praca,Bonus,2026-05-05
6727,2000,PLN,Praca,Bonus,2026-05-05
6728,2000,PLN,Praca,Bonus,2026-05-05
6729,2000,PLN,Praca,Bonus,2026-05-05
6730,2000,PLN,Praca,Bonus,2026-05-05
6731,2000,PLN,Praca,Bonus,2026-05-05
6732,2000,PLN,Praca,Bonus,2026-05-05
6733,100,EUR,Jedzenie,Obiad,2026-05-05
6734,100,EUR,Jedzenie,Obiad,2026-05-05
6735,100,EUR,Jedzenie,Obiad,2026-05-05
6736,100,EUR,Jedzenie,Obiad,2026-05-05
6737,100,EUR,Jedzenie,Obiad,2026-05-05
6738,100,EUR,Jedzenie,Obiad,2026-05-05
6739,100,EUR,Jedzenie,Obiad,2026-05-05
6740,100,EUR,Jedzenie,Obiad,2026-05-05
6741,100,EUR,Jedzenie,Obiad,2026-05-05
6742,100,EUR,Jedzenie,Obiad,2026-05-05
6743,100,EUR,Jedzenie,Obiad,2026-05-05
6744,100,EUR,Jedzenie,Obiad,2026-05-05
6745,100,EUR,Jedzenie,Obiad,2026-05-05
6746,100,EUR,Jedzenie,Obiad,2026-05-05
6747,100,EUR,Jedzenie,Obiad,2026-05-05
6748,100,EUR,Jedzenie,Obiad,2026-05-05
6749,100,EUR,Jedzenie,Obiad,2026-05-05
6750,100,EUR,Jedzenie,Obiad,2026-05-05
6751,100,EUR,Jedzenie,Obiad,2026-05-05
6752,100,EUR,Jedzenie,Obiad,2026-05-05
6753,100,EUR,Jedzenie,Obiad,2026-05-05
6754,100,EUR,Jedzenie,Obiad,2026-05-05
6755,100,EUR,Jedzenie,Obiad,2026-05-05
6756,100,EUR,Jedzenie,Obiad,2026-05-05
6757,100,EUR,Jedzenie,Obiad,2026-05-05
6758,100,EUR,Jedzenie,Obiad,2026-05-05
6759,100,EUR,Jedzenie,Obiad,2026-05-05
6760,100,EUR,Jedzenie,Obiad,2026-05-05
6761,100,EUR,Jedzenie,Obiad,2026-05-05
6762,100,EUR,Jedzenie,Obiad,2026-05-05
6763,100,EUR,Jedzenie,Obiad,2026-05-05
6764,100,EUR,Jedzenie,Obiad,2026-05-05
6765,100,EUR,Jedzenie,Obiad,2026-05-05
6766,100,EUR,Jedzenie,Obiad,2026-05-05
6767,100,EUR,Jedzenie,Obiad,2026-05-05
6768,100,EUR,Jedzenie,Obiad,2026-05-05
6769,100,EUR,Jedzenie,Obiad,2026-05-05
6770,100,EUR,Jedzenie,Obiad,2026-05-05
6771,100,EUR,Jedzenie,Obiad,2026-05-05
6772,100,EUR,Jedzenie,Obiad,2026-05-05
6773,100,EUR,Jedzenie,Obiad,2026-05-05
6774,100,EUR,Jedzenie,Obiad,2026-05-05
6775,100,EUR,Jedzenie,Obiad,2026-05-05
6776,100,EUR,Jedzenie,Obiad,2026-05-05
6777,100,EUR,Jedzenie,Obiad,2026-05-05
6778,100,EUR,Jedzenie,Obiad,2026-05-05
6779,100,EUR,Jedzenie,Obiad,2026-05-05
6780,100,EUR,Jedzenie,Obiad,2026-05-05
6781,100,EUR,Jedzenie,Obiad,2026-05-05
6782,100,EUR,Jedzenie,Obiad,2026-05-05
6783,100,EUR,Jedzenie,Obiad,2026-05-05
6784,100,EUR,Jedzenie,Obiad,2026-05-05
6785,100,EUR,Jedzenie,Obiad,2026-05-05
6786,100,EUR,Jedzenie,Obiad,2026-05-05
6787,100,EUR,Jedzenie,Obiad,2026-05-05
6788,100,EUR,Jedzenie,Obiad,2026-05-05
6789,100,EUR,Jedzenie,Obiad,2026-05-05
6790,100,EUR,Jedzenie,Obiad,2026-05-05
6791,100,EUR,Jedzenie,Obiad,2026-05-05
6792,100,EUR,Jedzenie,Obiad,2026-05-05
6793,100,EUR,Jedzenie,Obiad,2026-05-05
6794,100,EUR,Jedzenie,Obiad,2026-05-05
6795,100,EUR,Jedzenie,Obiad,2026-05-05
6796,100,EUR,Jedzenie,Obiad,2026-05-05
6797,100,EUR,Jedzenie,Obiad,2026-05-05
6798,100,EUR,Jedzenie,Obiad,2026-05-05
6799,100,EUR,Jedzenie,Obiad,2026-05-05
6800,100,EUR,Jedzenie,Obiad,2026-05-05
6801,100,EUR,Jedzenie,Obiad,2026-05-05
6802,100,EUR,Jedzenie,Obiad,2026-05-05
6803,100,EUR,Jedzenie,Obiad,2026-05-05
6804,100,EUR,Jedzenie,Obiad,2026-05-05
6805,100,EUR,Jedzenie,Obiad,2026-05-05
6806,100,EUR,Jedzenie,Obiad,2026-05-05
6807,100,EUR,Jedzenie,Obiad,2026-05-05
6808,100,EUR,Jedzenie,Obiad,2026-05-05
6809,100,EUR,Jedzenie,Obiad,2026-05-05
6810,100,EUR,Jedzenie,Obiad,2026-05-05
6811,100,EUR,Jedzenie,Obiad,2026-05-05
6812,100,EUR,Jedzenie,Obiad,2026-05-05
6813,100,EUR,Jedzenie,Obiad,2026-05-05
6814,100,EUR,Jedzenie,Obiad,2026-05-05
6815,100,EUR,Jedzenie,Obiad,2026-05-05
6816,100,EUR,Jedzenie,Obiad,2026-05-05
6817,100,EUR,Jedzenie,Obiad,2026-05-05
6818,100,EUR,Jedzenie,Obiad,2026-05-05
6819,100,EUR,Jedzenie,Obiad,2026-05-05
6820,100,EUR,Jedzenie,Obiad,2026-05-05
6821,100,EUR,Jedzenie,Obiad,2026-05-05
6822,100,EUR,Jedzenie,Obiad,2026-05-05
6823,100,EUR,Jedzenie,Obiad,2026-05-05
6824,100,EUR,Jedzenie,Obiad,2026-05-05
6825,100,EUR,Jedzenie,Obiad,2026-05-05
6826,100,EUR,Jedzenie,Obiad,2026-05-05
6827,100,EUR,Jedzenie,Obiad,2026-05-05
6828,100,EUR,Jedzenie,Obiad,2026-05-05
6829,100,EUR,Jedzenie,Obiad,2026-05-05
6830,100,EUR,Jedzenie,Obiad,2026-05-05
6831,100,EUR,Jedzenie,Obiad,2026-05-05
6832,-50,USD,Rozrywka,Kino,2026-05-05
6833,-50,USD,Rozrywka,Kino,2026-05-05
6834,-50,USD,Rozrywka,Kino,2026-05-05
6835,-50,USD,Rozrywka,Kino,2026-05-05
6836,-50,USD,Rozrywka,Kino,2026-05-05
6837,-50,USD,Rozrywka,Kino,2026-05-05
6838,-50,USD,Rozrywka,Kino,2026-05-05
6839,-50,USD,Rozrywka,Kino,2026-05-05
6840,-50,USD,Rozrywka,Kino,2026-05-05
6841,-50,USD,Rozrywka,Kino,2026-05-05
6842,-50,USD,Rozrywka,Kino,2026-05-05
6843,-50,USD,Rozrywka,Kino,2026-05-05
6844,-50,USD,Rozrywka,Kino,2026-05-05
6845,-50,USD,Rozrywka,Kino,2026-05-05
6846,-50,USD,Rozrywka,Kino,2026-05-05
6847,-50,USD,Rozrywka,Kino,2026-05-05
6848,-50,USD,Rozrywka,Kino,2026-05-05
6849,-50,USD,Rozrywka,Kino,2026-05-05
6850,-50,USD,Rozrywka,Kino,2026-05-05
6851,-50,USD,Rozrywka,Kino,2026-05-05
6852,-50,USD,Rozrywka,Kino,2026-05-05
6853,-50,USD,Rozrywka,Kino,2026-05-05
6854,-50,USD,Rozrywka,Kino,2026-05-05
6855,-50,USD,Rozrywka,Kino,2026-05-05
6856,-50,USD,Rozrywka,Kino,2026-05-05
6857,-50,USD,Rozrywka,Kino,2026-05-05
6858,-50,USD,Rozrywka,Kino,2026-05-05
6859,-50,USD,Rozrywka,Kino,2026-05-05
6860,-50,USD,Rozrywka,Kino,2026-05-05
6861,-50,USD,Rozrywka,Kino,2026-05-05
6862,-50,USD,Rozrywka,Kino,2026-05-05
6863,-50,USD,Rozrywka,Kino,2026-05-05
6864,-50,USD,Rozrywka,Kino,2026-05-05
6865,-50,USD,Rozrywka,Kino,2026-05-05
6866,-50,USD,Rozrywka,Kino,2026-05-05
6867,-50,USD,Rozrywka,Kino,2026-05-05
6868,-50,USD,Rozrywka,Kino,2026-05-05
6869,-50,USD,Rozrywka,Kino,2026-05-05
6870,-50,USD,Rozrywka,Kino,2026-05-05
6871,-50,USD,Rozrywka,Kino,2026-05-05
6872,-50,USD,Rozrywka,Kino,2026-05-05
6873,-50,USD,Rozrywka,Kino,2026-05-05
6874,-50,USD,Rozrywka,Kino,2026-05-05
6875,-50,USD,Rozrywka,Kino,2026-05-05
6876,-50,USD,Rozrywka,Kino,2026-05-05
6877,-50,USD,Rozrywka,Kino,2026-05-05
6878,-50,USD,Rozrywka,Kino,2026-05-05
6879,-50,USD,Rozrywka,Kino,2026-05-05
6880,-50,USD,Rozrywka,Kino,2026-05-05
6881,-50,USD,Rozrywka,Kino,2026-05-05
6882,-50,USD,Rozrywka,Kino,2026-05-05
6883,-50,USD,Rozrywka,Kino,2026-05-05
6884,-50,USD,Rozrywka,Kino,2026-05-05
6885,-50,USD,Rozrywka,Kino,2026-05-05
6886,-50,USD,Rozrywka,Kino,2026-05-05
6887,-50,USD,Rozrywka,Kino,2026-05-05
6888,-50,USD,Rozrywka,Kino,2026-05-05
6889,-50,USD,Rozrywka,Kino,2026-05-05
6890,-50,USD,Rozrywka,Kino,2026-05-05
6891,-50,USD,Rozrywka,Kino,2026-05-05
6892,-50,USD,Rozrywka,Kino,2026-05-05
6893,-50,USD,Rozrywka,Kino,2026-05-05
6894,-50,USD,Rozrywka,Kino,2026-05-05
6895,-50,USD,Rozrywka,Kino,2026-05-05
6896,-50,USD,Rozrywka,Kino,2026-05-05
6897,-50,USD,Rozrywka,Kino,2026-05-05
6898,-50,USD,Rozrywka,Kino,2026-05-05
6899,-50,USD,Rozrywka,Kino,2026-05-05
6900,-50,USD,Rozrywka,Kino,2026-05-05
6901,-50,USD,Rozrywka,Kino,2026-05-05
6902,-50,USD,Rozrywka,Kino,2026-05-05
6903,-50,USD,Rozrywka,Kino,2026-05-05
6904,-50,USD,Rozrywka,Kino,2026-05-05
6905,-50,USD,Rozrywka,Kino,2026-05-05
6906,-50,USD,Rozrywka,Kino,2026-05-05
6907,-50,USD,Rozrywka,Kino,2026-05-05
6908,-50,USD,Rozrywka,Kino,2026-05-05
6909,-50,USD,Rozrywka,Kino,2026-05-05
6910,-50,USD,Rozrywka,Kino,2026-05-05
6911,-50,USD,Rozrywka,Kino,2026-05-05
6912,-50,USD,Rozrywka,Kino,2026-05-05
6913,-50,USD,Rozrywka,Kino,2026-05-05
6914,-50,USD,Rozrywka,Kino,2026-05-05
6915,-50,USD,Rozrywka,Kino,2026-05-05
6916,-50,USD,Rozrywka,Kino,2026-05-05
6917,-50,USD,Rozrywka,Kino,2026-05-05
6918,-50,USD,Rozrywka,Kino,2026-05-05
6919,-50,USD,Rozrywka,Kino,2026-05-05
6920,-50,USD,Rozrywka,Kino,2026-05-05
6921,-50,USD,Rozrywka,Kino,2026-05-05
6922,-50,USD,Rozrywka,Kino,2026-05-05
6923,-50,USD,Rozrywka,Kino,2026-05-05
6924,-50,USD,Rozrywka,Kino,2026-05-05
6925,-50,USD,Rozrywka,Kino,2026-05-05
6926,-50,USD,Rozrywka,Kino,2026-05-05
6927,-50,USD,Rozrywka,Kino,2026-05-05
6928,-50,USD,Rozrywka,Kino,2026-05-05
6929,-50,USD,Rozrywka,Kino,2026-05-05
6930,-50,USD,Rozrywka,Kino,2026-05-05
6931,2000,PLN,Praca,Bonus,2026-05-05
6932,2000,PLN,Praca,Bonus,2026-05-05
6933,2000,PLN,Praca,Bonus,2026-05-05
6934,2000,PLN,Praca,Bonus,2026-05-05
6935,2000,PLN,Praca,Bonus,2026-05-05
6936,2000,PLN,Praca,Bonus,2026-05-05
6937,2000,PLN,Praca,Bonus,2026-05-05
6938,2000,PLN,Praca,Bonus,2026-05-05
6939,2000,PLN,Praca,Bonus,2026-05-05
6940,2000,PLN,Praca,Bonus,2026-05-05
6941,2000,PLN,Praca,Bonus,2026-05-05
6942,2000,PLN,Praca,Bonus,2026-05-05
6943,2000,PLN,Praca,Bonus,2026-05-05
6944,2000,PLN,Praca,Bonus,2026-05-05
6945,2000,PLN,Praca,Bonus,2026-05-05
6946,2000,PLN,Praca,Bonus,2026-05-05
6947,2000,PLN,Praca,Bonus,2026-05-05
6948,2000,PLN,Praca,Bonus,2026-05-05
6949,2000,PLN,Praca,Bonus,2026-05-05
6950,2000,PLN,Praca,Bonus,2026-05-05
6951,2000,PLN,Praca,Bonus,2026-05-05
6952,2000,PLN,Praca,Bonus,2026-05-05
6953,2000,PLN,Praca,Bonus,2026-05-05
6954,2000,PLN,Praca,Bonus,2026-05-05
6955,2000,PLN,Praca,Bonus,2026-05-05
6956,2000,PLN,Praca,Bonus,2026-05-05
6957,2000,PLN,Praca,Bonus,2026-05-05
6958,2000,PLN,Praca,Bonus,2026-05-05
6959,2000,PLN,Praca,Bonus,2026-05-05
6960,2000,PLN,Praca,Bonus,2026-05-05
6961,2000,PLN,Praca,Bonus,2026-05-05
6962,2000,PLN,Praca,Bonus,2026-05-05
6963,2000,PLN,Praca,Bonus,2026-05-05
6964,2000,PLN,Praca,Bonus,2026-05-05
6965,2000,PLN,Praca,Bonus,2026-05-05
6966,2000,PLN,Praca,Bonus,2026-05-05
6967,2000,PLN,Praca,Bonus,2026-05-05
6968,2000,PLN,Praca,Bonus,2026-05-05
6969,2000,PLN,Praca,Bonus,2026-05-05
6970,2000,PLN,Praca,Bonus,2026-05-05
6971,2000,PLN,Praca,Bonus,2026-05-05
6972,2000,PLN,Praca,Bonus,2026-05-05
6973,2000,PLN,Praca,Bonus,2026-05-05
6974,2000,PLN,Praca,Bonus,2026-05-05
6975,2000,PLN,Praca,Bonus,2026-05-05
6976,2000,PLN,Praca,Bonus,2026-05-05
6977,2000,PLN,Praca,Bonus,2026-05-05
6978,2000,PLN,Praca,Bonus,2026-05-05
6979,2000,PLN,Praca,Bonus,2026-05-05
6980,2000,PLN,Praca,Bonus,2026-05-05
6981,2000,PLN,Praca,Bonus,2026-05-05
6982,2000,PLN,Praca,Bonus,2026-05-05
6983,2000,PLN,Praca,Bonus,2026-05-05
6984,2000,PLN,Praca,Bonus,2026-05-05
6985,2000,PLN,Praca,Bonus,2026-05-05
6986,2000,PLN,Praca,Bonus,2026-05-05
6987,2000,PLN,Praca,Bonus,2026-05-05
6988,2000,PLN,Praca,Bonus,2026-05-05
6989,2000,PLN,Praca,Bonus,2026-05-05
6990,2000,PLN,Praca,Bonus,2026-05-05
6991,2000,PLN,Praca,Bonus,2026-05-05
6992,2000,PLN,Praca,Bonus,2026-05-05
6993,2000,PLN,Praca,Bonus,2026-05-05
6994,2000,PLN,Praca,Bonus,2026-05-05
6995,2000,PLN,Praca,Bonus,2026-05-05
6996,2000,PLN,Praca,Bonus,2026-05-05
6997,2000,PLN,Praca,Bonus,2026-05-05
6998,2000,PLN,Praca,Bonus,2026-05-05
6999,2000,PLN,Praca,Bonus,2026-05-05
7000,2000,PLN,Praca,Bonus,2026-05-05
7001,2000,PLN,Praca,Bonus,2026-05-05
7002,2000,PLN,Praca,Bonus,2026-05-05
7003,2000,PLN,Praca,Bonus,2026-05-05
7004,2000,PLN,Praca,Bonus,2026-05-05
7005,2000,PLN,Praca,Bonus,2026-05-05
7006,2000,PLN,Praca,Bonus,2026-05-05
7007,2000,PLN,Praca,Bonus,2026-05-05
7008,2000,PLN,Praca,Bonus,2026-05-05
7009,2000,PLN,Praca,Bonus,2026-05-05
7010,2000,PLN,Praca,Bonus,2026-05-05
7011,2000,PLN,Praca,Bonus,2026-05-05
7012,2000,PLN,Praca,Bonus,2026-05-05
7013,2000,PLN,Praca,Bonus,2026-05-05
7014,2000,PLN,Praca,Bonus,2026-05-05
7015,2000,PLN,Praca,Bonus,2026-05-05
7016,2000,PLN,Praca,Bonus,2026-05-05
7017,2000,PLN,Praca,Bonus,2026-05-05
7018,2000,PLN,Praca,Bonus,2026-05-05
7019,2000,PLN,Praca,Bonus,2026-05-05
7020,2000,PLN,Praca,Bonus,2026-05-05
7021,2000,PLN,Praca,Bonus,2026-05-05
7022,2000,PLN,Praca,Bonus,2026-05-05
7023,2000,PLN,Praca,Bonus,2026-05-05
7024,2000,PLN,Praca,Bonus,2026-05-05
7025,2000,PLN,Praca,Bonus,2026-05-05
7026,2000,PLN,Praca,Bonus,2026-05-05
7027,2000,PLN,Praca,Bonus,2026-05-05
7028,2000,PLN,Praca,Bonus,2026-05-05
7029,2000,PLN,Praca,Bonus,2026-05-05
7030,100,EUR,Jedzenie,Obiad,2026-05-05
7031,100,EUR,Jedzenie,Obiad,2026-05-05
7032,100,EUR,Jedzenie,Obiad,2026-05-05
7033,100,EUR,Jedzenie,Obiad,2026-05-05
7034,100,EUR,Jedzenie,Obiad,2026-05-05
7035,100,EUR,Jedzenie,Obiad,2026-05-05
7036,100,EUR,Jedzenie,Obiad,2026-05-05
7037,100,EUR,Jedzenie,Obiad,2026-05-05
7038,100,EUR,Jedzenie,Obiad,2026-05-05
7039,100,EUR,Jedzenie,Obiad,2026-05-05
7040,100,EUR,Jedzenie,Obiad,2026-05-05
7041,100,EUR,Jedzenie,Obiad,2026-05-05
7042,100,EUR,Jedzenie,Obiad,2026-05-05
7043,100,EUR,Jedzenie,Obiad,2026-05-05
7044,100,EUR,Jedzenie,Obiad,2026-05-05
7045,100,EUR,Jedzenie,Obiad,2026-05-05
7046,100,EUR,Jedzenie,Obiad,2026-05-05
7047,100,EUR,Jedzenie,Obiad,2026-05-05
7048,100,EUR,Jedzenie,Obiad,2026-05-05
7049,100,EUR,Jedzenie,Obiad,2026-05-05
7050,100,EUR,Jedzenie,Obiad,2026-05-05
7051,100,EUR,Jedzenie,Obiad,2026-05-05
7052,100,EUR,Jedzenie,Obiad,2026-05-05
7053,100,EUR,Jedzenie,Obiad,2026-05-05
7054,100,EUR,Jedzenie,Obiad,2026-05-05
7055,100,EUR,Jedzenie,Obiad,2026-05-05
7056,100,EUR,Jedzenie,Obiad,2026-05-05
7057,100,EUR,Jedzenie,Obiad,2026-05-05
7058,100,EUR,Jedzenie,Obiad,2026-05-05
7059,100,EUR,Jedzenie,Obiad,2026-05-05
7060,100,EUR,Jedzenie,Obiad,2026-05-05
7061,100,EUR,Jedzenie,Obiad,2026-05-05
7062,100,EUR,Jedzenie,Obiad,2026-05-05
7063,100,EUR,Jedzenie,Obiad,2026-05-05
7064,100,EUR,Jedzenie,Obiad,2026-05-05
7065,100,EUR,Jedzenie,Obiad,2026-05-05
